score_phrase,title,score,genre,editors_choice,release_year,release_month,release_day
Good,Black Dawn,7.5,Simulation,N,1997,1,2
Okay,Namco Museum Vol. 3,6.0,"Action, Compilation",N,1997,3,11
Bad,Crypt Killer,4.0,Action,N,1997,3,7
Amazing,Carnage Heart,9.2,Strategy,N,1997,3,5
Great,Soul Blade,8.3,Fighting,Y,1997,3,3
Okay,Hi-Octane,6.0,Racing,N,1997,3,2
Okay,Star Wars: Shadows of the Empire,6.5,Action,N,1996,12,9
Good,Wayne Gretzky's 3D Hockey,7.1,Sports,N,1996,12,5
Okay,Killer Instinct Gold,6.5,Fighting,N,1996,12,4
Awful,Spot Goes to Hollywood,3.0,Platformer,N,1996,11,26
Okay,Space Hulk: Vengeance of the Blood Angels,6.0,Action,N,1996,11,26
Good,Tekken,7.5,Fighting,N,1996,11,26
Good,VR Soccer '96,7.7,Sports,N,1996,11,26
Awful,Top Gun: Fire At Will,3.0,Simulation,N,1996,11,26
Mediocre,World Cup Golf: Professional Edition,5.0,Sports,N,1996,11,26
Awful,Doraemon Nobita & The 3 Fairy Spirit Stones,3.0,Platformer,N,1997,6,11
Great,Xevious 3D/G+,8.0,Shooter,N,1997,6,11
Good,Thunder Truck Rally,7.0,Racing,N,1997,6,3
Mediocre,All-Star Baseball '97 Featuring Frank Thomas,5.0,Sports,N,1997,6,2
Bad,War Gods,4.3,Fighting,N,1997,5,29
Okay,Broken Helix,6.0,"Action, Adventure",N,1997,5,29
Good,Codename: Tenka,7.0,Shooter,N,1997,5,27
Mediocre,Hexen,5.0,Action,N,1997,5,23
Good,Descent Maximum,7.5,Action,N,1997,5,23
Mediocre,The City of Lost Children,5.0,Adventure,N,1997,5,23
Bad,Wing Commander IV: The Price of Freedom,4.0,Simulation,N,1997,5,21
Okay,Overblood,6.0,Adventure,N,1997,5,20
Great,Wild ARMs,8.0,RPG,N,1997,5,20
Good,Rage Racer,7.0,Racing,N,1997,5,19
Great,Star Fox 64,8.7,"Flight, Action",N,1997,5,16
Mediocre,Swagman,5.0,Action,N,1997,5,15
Okay,Grand Slam,6.0,Sports,N,1997,5,13
Amazing,Triple Play '98,9.2,Sports,N,1997,5,13
Okay,Norse By Norse West: The Return of the Lost Vikings,6.0,Platformer,N,1997,5,12
Good,Tail of the Sun,7.0,Adventure,N,1997,5,9
Okay,Goal Storm '97,6.0,Sports,N,1997,5,6
Mediocre,Sentient [1997],5.0,Adventure,N,1997,5,1
Mediocre,Psychic Force,5.0,Fighting,N,1997,4,29
Good,NHL Powerplay '98,7.0,Sports,N,1997,8,28
Good,Madden NFL '98,7.0,Sports,N,1997,8,26
Mediocre,The Lost World: Jurassic Park,5.0,Action,N,1997,8,26
Great,NFL GameDay 98,8.8,Sports,Y,1997,8,26
Amazing,GoldenEye 007,9.7,Shooter,Y,1997,8,25
Amazing,Ace Combat 2,9.0,"Flight, Action",Y,1997,8,22
Good,Warcraft II: The Dark Saga,7.0,Strategy,N,1997,8,20
Mediocre,Machine Hunter,5.0,Action,N,1997,8,19
Great,Tetrisphere,8.0,Puzzle,N,1997,8,13
Okay,Ogre Battle,6.0,Strategy,N,1997,8,8
Great,Porsche Challenge,8.0,Racing,N,1997,8,5
Good,NCAA Football '98,7.0,Sports,N,1997,8,5
Bad,Lethal Enforcers I & II,4.0,Action,N,1997,8,5
Mediocre,VMX Racing,5.0,Racing,N,1997,7,25
Great,Duke Nukem 64,8.0,Shooter,N,1997,11,14
Great,NBA Live '98,8.0,Sports,N,1997,11,13
Good,Jet Moto 2,7.0,Racing,N,1997,11,12
Good,Cool Boarders 2,7.2,Sports,N,1997,11,11
Great,Time Crisis,8.0,Action,Y,1997,11,11
Mediocre,Maximum Force,5.0,Shooter,N,1997,9,25
Great,Treasures of the Deep,8.0,Adventure,N,1997,9,24
Okay,Discworld II: Mortality Bytes!,6.0,Adventure,N,1997,9,24
Good,Nuclear Strike,7.6,Action,N,1997,9,24
Great,NHL FaceOff '98,8.0,Sports,N,1997,9,24
Great,NASCAR 98,8.0,Racing,N,1997,9,23
Great,MLB '98,8.0,Sports,N,1997,7,23
Okay,Herc's Adventures,6.0,Action,N,1997,7,18
Okay,Namco Museum Vol. 4,6.0,"Action, Compilation",N,1997,7,18
Mediocre,Syndicate Wars,5.0,Shooter,N,1997,7,16
Mediocre,Dark Rift,5.4,Fighting,N,1997,7,10
Okay,Hercules,6.0,Action,N,1997,7,3
Okay,Battlesport,6.0,Action,N,1997,7,2
Good,Darklight Conflict,7.0,Action,N,1997,6,30
Good,Dynasty Warriors,7.8,Fighting,N,1997,6,27
Bad,F1 Pole Position 64,4.1,Racing,N,1997,10,24
Good,Madden Football 64,7.8,Sports,N,1997,10,24
Great,1080° Snowboarding,8.6,Sports,Y,1998,4,2
Mediocre,San Francisco Rush: Extreme Racing,5.0,Racing,N,1998,4,2
Painful,Judge Dredd,2.0,Shooter,N,1998,4,1
Mediocre,Tennis Arena,5.0,Sports,N,1998,3,31
Bad,Rampage: World Tour,4.9,Action,N,1998,3,30
Good,Pitfall 3D,7.0,Platformer,N,1998,3,27
Awful,Dragon Ball GT Final Bout,3.0,Fighting,N,1997,11,7
Good,Mass Destruction,7.0,Action,N,1997,11,5
Great,Need for Speed: V-Rally,8.0,Racing,N,1997,11,5
Okay,Caesars Palace,6.0,Casino,N,1997,11,5
Great,Crash Bandicoot 2: Cortex Strikes Back,8.5,Platformer,N,1997,11,4
Amazing,Colony Wars,9.3,Action,Y,1997,11,4
Painful,Frogger,2.0,Platformer,N,1997,11,3
Good,Moto Racer,7.5,Racing,N,1997,11,3
Awful,Jeopardy! [1998],3.8,Simulation,N,1998,2,25
Okay,NCAA March Madness '98,6.5,Sports,N,1998,2,25
Bad,Shadow Master,4.0,Action,N,1998,2,25
Good,Oddworld: Abe's Oddysee,7.5,Adventure,N,1997,9,22
Great,NHL '98,8.0,Sports,N,1997,9,22
Great,Poy Poy,8.0,Action,Y,1997,9,18
Okay,Bottom of the 9th '97,6.0,Sports,N,1997,9,18
Bad,Magic: The Gathering -- Battlemage,4.0,Strategy,N,1997,9,17
Good,Steel Reign,7.0,Action,N,1997,9,17
Good,Tecmo Stackers,7.0,Puzzle,N,1997,9,16
Okay,Multi Racing Championship,6.4,Racing,N,1997,9,11
Good,RayStorm,7.5,Action,N,1997,9,11
Okay,Battle Arena Toshinden 3,6.3,Fighting,N,1997,6,25
Good,WCW vs. NWO: World Tour,7.5,Wrestling,N,1997,12,9
Painful,Spawn: The Eternal,2.0,Action,N,1997,12,9
Awful,Mortal Kombat Mythologies: Sub-Zero,3.0,Platformer,N,1997,12,8
Okay,Wheel of Fortune [1997],6.4,Puzzle,N,1997,12,5
Awful,Bug Riders,3.0,Racing,N,1997,12,4
Good,Automobili Lamborghini,7.0,Racing,N,1997,12,3
Awful,Excalibur 2555 AD,3.0,Action,N,1997,10,22
Great,Armored Core,8.0,Action,N,1997,10,22
Awful,ClayFighter 63 1/3,3.7,Fighting,N,1997,10,21
Good,Persona,7.5,RPG,N,1997,10,20
Okay,Golden Nugget,6.0,Strategy,N,1997,10,20
Great,Bushido Blade,8.7,Fighting,Y,1997,10,17
Good,Diablo,7.5,"Action, RPG",N,1998,3,27
Great,Dead or Alive,8.5,Fighting,Y,1998,3,27
Mediocre,Speed Racer,5.0,Racing,N,1998,3,27
Okay,Lode Runner: The Legend Returns,6.0,Action,N,1998,3,26
Good,Saga Frontier,7.0,RPG,N,1998,3,26
Painful,Rascal,2.0,Platformer,N,1998,3,25
Great,Quake,8.0,Action,N,1998,3,24
Good,ReBoot,7.0,Action,N,1998,3,19
Great,Snowboard Kids,8.0,"Sports, Racing",N,1998,3,16
Good,Test Drive 4,7.0,Racing,N,1997,11,3
Mediocre,Fighting Force,5.5,Action,N,1997,11,3
Bad,Jimmy Johnson's VR Football 98,4.0,Sports,N,1997,11,3
Okay,Reel Fishing,6.0,Hunting,N,1997,10,30
Okay,Shipwreckers!,6.0,Action,N,1997,10,29
Great,Command & Conquer: Red Alert,8.0,Strategy,N,1997,10,28
Great,Street Fighter EX Plus Alpha,8.3,Fighting,N,1997,10,26
Good,Nightmare Creatures,7.8,Action,N,1997,10,26
Bad,NBA In the Zone '98,4.7,Sports,N,1998,2,11
Bad,Nagano Winter Olympics '98,4.2,Sports,N,1998,2,4
Okay,Skullmonkeys,6.0,Platformer,N,1998,2,3
Great,NBA in the Zone '98,8.0,Sports,N,1998,1,29
Great,Fighters Destiny,8.0,Fighting,N,1998,1,27
Good,NHL Breakaway '98,7.0,Sports,N,1997,9,10
Good,Felony 11-79,7.0,"Racing, Action",N,1997,9,10
Good,Arcade's Greatest Hits: The Atari Collection 1,7.0,Compilation,N,1997,9,4
Okay,Tiger Shark,6.5,Action,N,1997,9,4
Amazing,Final Fantasy VII,9.5,RPG,Y,1997,9,3
Amazing,International Superstar Soccer 64,9.0,Sports,N,1997,9,3
Bad,K-1 The Arena Fighters,4.5,Fighting,N,1997,9,3
Mediocre,The Incredible Hulk: The Pantheon Saga,5.0,Action,N,1997,9,2
Good,Duke Nukem: Total Meltdown,7.0,Shooter,N,1997,12,2
Good,Bomberman 64,7.6,Action,N,1997,12,2
Bad,Vs.,4.0,Fighting,N,1997,12,2
Mediocre,AeroFighters Assault,5.0,Shooter,N,1997,12,1
Great,Ghost in the Shell,8.0,Action,N,1997,12,1
Good,Arcade's Greatest Hits: The Midway Collection 2,7.0,Action,N,1997,11,26
Okay,Namco Museum Vol. 5,6.0,"Action, Compilation",N,1997,11,26
Great,Tomb Raider II Starring Lara Croft,8.0,Adventure,N,1997,11,24
Great,Diddy Kong Racing,8.4,"Racing, Action",N,1997,11,24
Great,G-Police,8.0,Action,N,1997,10,16
Mediocre,Clock Tower,5.5,Adventure,N,1997,10,13
Good,CART World Series,7.0,Racing,N,1997,10,9
Bad,Bravo Air Race,4.0,Racing,N,1997,10,9
Okay,WCW vs. The World,6.0,Wrestling,N,1997,10,7
Good,Mace: The Dark Age,7.1,Fighting,N,1997,10,3
Great,Top Gear Rally,8.4,Racing,N,1997,10,3
Great,NBA ShootOut '98,8.8,Sports,N,1998,3,11
Good,Yoshi's Story,7.0,Platformer,N,1998,3,11
Great,Klonoa: Door to Phantomile,8.0,Platformer,Y,1998,3,11
Good,Ray Tracers,7.0,Action,N,1998,3,10
Good,Triple Play '99,7.0,Sports,N,1998,3,10
Great,Bloody Roar,8.0,Fighting,N,1998,3,5
Awful,X-Men: Children of the Atom,3.5,Fighting,N,1998,3,3
Good,Extreme-G,7.9,Racing,N,1997,10,24
Good,NFL Quarterback Club '98,7.8,Sports,N,1997,10,24
Great,Final Fantasy Tactics,8.5,"Strategy, RPG",Y,1998,1,27
Awful,Monopoly [1998],3.0,Board,N,1998,1,23
Okay,Auto Destruct,6.0,Action,N,1998,1,21
Amazing,Resident Evil 2 [1998],9.3,"Action, Adventure",Y,1998,1,21
Good,Riven: The Sequel to Myst,7.0,Adventure,N,1998,1,19
Good,WCW Nitro,7.0,Wrestling,N,1998,1,16
Painful,Beast Wars: Transformers,2.3,Action,N,1998,1,16
Mediocre,Red Asphalt,5.0,Action,N,1998,1,15
Great,Micro Machines V3,8.7,Racing,N,1998,1,9
Okay,BallBlazer Champions,6.0,"Sports, Action",N,1997,9,2
Unbearable,Fantastic Four,1.0,Action,N,1997,8,29
Great,FIFA Road to World Cup 98,8.5,Sports,N,1997,11,24
Great,NCAA GameBreaker '98,8.0,Sports,N,1997,11,21
Great,MDK,8.0,Action,N,1997,11,21
Bad,NBA Fastbreak '98,4.0,Sports,N,1997,11,20
Bad,Star Wars: Masters of Teras Kasi,4.0,Fighting,N,1997,11,19
Awful,Courier Crisis,3.0,Action,N,1997,11,19
Amazing,Monster Rancher,9.0,Simulation,N,1997,11,19
Amazing,Castlevania: Symphony of the Night,9.0,"Action, Adventure",Y,1997,10,2
Okay,Mischief Makers,6.2,Platformer,N,1997,10,1
Great,Croc: Legend of the Gobbos,8.0,Platformer,N,1997,10,1
Amazing,Formula 1: Championship Edition,9.0,Racing,N,1997,10,1
Good,Mega Man X4,7.0,Action,N,1997,9,30
Good,PGA Tour '98,7.0,Sports,N,1997,9,30
Great,Resident Evil: Director's Cut,8.9,"Action, Adventure",N,1997,9,30
Good,Marvel Super Heroes,7.0,Fighting,N,1997,9,30
Mediocre,Wayne Gretzky's 3D Hockey '98,5.8,Sports,N,1998,2,25
Great,Alundra,8.5,"Action, RPG",Y,1998,1,8
Okay,Robotron 64,6.9,Action,N,1998,1,5
Good,Puyo Puyo Sun64,7.2,Puzzle,N,1997,12,30
Good,Street Fighter Collection,7.0,"Fighting, Compilation",N,1997,12,18
Okay,Chameleon Twist,6.5,Platformer,N,1997,12,15
Mediocre,One,5.0,Action,N,1997,12,11
Amazing,Parappa The Rapper,9.0,Music,Y,1997,11,18
Mediocre,Critical Depth,5.0,Action,N,1997,11,18
Great,Intelligent Qube,8.0,Puzzle,N,1997,11,17
Okay,Car and Driver Presents Grand Tour Racing 98,6.0,Racing,N,1997,9,29
Mediocre,Jersey Devil,5.0,Platformer,N,1998,6,17
Great,Wetrix,8.4,Puzzle,N,1998,6,15
Great,Soviet Strike,8.0,Action,N,1998,6,12
Okay,X-Men vs. Street Fighter,6.0,Fighting,N,1998,6,11
Mediocre,Quest 64,5.9,RPG,N,1998,6,11
Mediocre,Road Rash 3D,5.0,Racing,N,1998,6,11
Great,Vigilante 8,8.0,Action,N,1998,6,4
Great,Forsaken 64,8.0,Action,N,1998,6,3
Good,Major League Baseball Featuring Ken Griffey Jr.,7.7,Sports,N,1998,6,2
Great,All-Star Baseball '99,8.2,Sports,N,1998,5,26
Great,Bust-A-Move 2 Arcade Edition,8.0,Puzzle,N,1998,5,22
Mediocre,Aero Gauge,5.2,Racing,N,1998,5,21
Okay,Bio F.R.E.A.K.S.,6.5,Fighting,N,1998,5,21
Great,World Cup 98,8.8,Sports,N,1998,5,20
Good,Breath of Fire III,7.5,RPG,N,1998,5,15
Great,Hot Shots Golf,8.0,"Sports, Action",Y,1998,5,7
Good,Kobe Bryant in NBA Courtside,7.8,Sports,N,1998,4,27
Good,Mystical Ninja Starring Goemon,7.6,"Action, Adventure",N,1998,4,16
Good,Theme Hospital,7.0,Strategy,N,1998,4,15
Good,MLB '99,7.0,Sports,N,1998,4,14
Mediocre,Blasto,5.0,Action,N,1998,4,14
Great,Newman Haas Racing,8.0,Racing,N,1998,4,13
Great,Point Blank,8.0,Action,N,1998,4,13
Mediocre,Deathtrap Dungeon,5.0,Adventure,N,1998,4,3
Good,SWAT 2,7.0,"Action, Simulation",N,1998,8,11
Mediocre,Batman & Robin,5.0,Action,N,1998,8,11
Mediocre,SEGA Touring Car Championship,5.0,Racing,N,1998,7,31
Okay,Fox Sports Golf '99,6.0,Sports,N,1998,7,31
Bad,Army Men,4.0,Action,N,1998,7,31
Okay,Revenge of Arcade,6.0,Action,N,1998,7,31
Bad,Dominion:  Storm Over Gift 3,4.0,Strategy,N,1998,7,31
Great,Addiction Pinball,8.0,Pinball,N,1998,7,30
Great,F-1 World Grand Prix,8.3,Racing,N,1998,7,27
Okay,Mission: Impossible,6.6,Action,N,1998,7,20
Mediocre,NFL Xtreme,5.0,"Sports, Action",N,1998,7,15
Okay,Granstream Saga,6.0,RPG,N,1998,7,14
Great,Forsaken,8.0,Action,N,1998,7,13
Okay,Grand Theft Auto,6.0,Action,N,1998,7,10
Mediocre,Crime Killer,5.0,Action,N,1998,7,2
Painful,Off-Road Challenge,2.5,Racing,N,1998,7,2
Amazing,Banjo-Kazooie,9.6,Platformer,Y,1998,6,30
Great,Mortal Kombat 4,8.8,Fighting,N,1998,6,24
Mediocre,Jeremy McGrath Supercross '98,5.0,Racing,N,1998,6,22
Great,N2O: Nitrous Oxide,8.0,Shooter,N,1998,6,18
Mediocre,Chopper Attack,5.6,Action,N,1998,6,17
Unbearable,C: The Contra Adventure,1.0,Action,N,1998,9,16
Mediocre,Dune 2000,5.3,Strategy,N,1998,9,16
Great,Future Cop: L.A.P.D.,8.3,Action,N,1998,9,16
Awful,M.A.X. 2,3.7,Strategy,N,1998,9,15
Great,Mega Man Legends,8.4,"Action, Adventure",N,1998,9,15
Good,Parasite Eve,7.4,RPG,N,1998,9,14
Good,MechCommander,7.8,Strategy,N,1998,8,18
Painful,Pro Bass Fishing,2.9,Hunting,N,1998,8,18
Good,WarGames,7.0,Strategy,N,1998,8,18
Good,High Heat Baseball 1999,7.0,Sports,N,1998,8,13
Mediocre,Flesh Feast,5.0,Action,N,1998,8,13
Amazing,Grim Fandango,9.4,Adventure,Y,1998,11,3
Good,Rally Cross 2,7.5,Racing,N,1998,11,3
Good,Return Fire II,7.8,Strategy,N,1998,11,2
Okay,Hedz,6.5,Action,N,1998,11,2
Awful,Mike Piazza's StrikeZone,3.0,Sports,N,1998,6,17
Good,Virtual Chess 64,7.7,Board,N,1998,6,17
Amazing,Metal Gear Solid,9.8,"Action, Adventure",Y,1998,10,21
Good,NASCAR 99,7.0,Racing,N,1998,10,21
Great,Kagero: Deception II,8.5,Strategy,N,1998,10,20
Good,Red Jack: Revenge of the Brethren,7.0,Adventure,N,1998,10,20
Amazing,Xenogears,9.5,RPG,Y,1998,10,20
Awful,Deadly Arts,3.2,Fighting,N,1998,10,19
Awful,GT 64 Championship Edition,3.9,Racing,N,1998,9,11
Amazing,NFL Blitz [1998],9.1,"Sports, Action",N,1998,9,11
Good,NCAA Football '99,7.0,Sports,N,1998,9,11
Mediocre,Gex 64: Enter the Gecko,5.7,Platformer,N,1998,9,10
Good,Incoming,7.0,Action,N,1998,8,13
Okay,HardBall 6,6.0,Sports,N,1998,8,13
Okay,Urban Assault,6.8,Strategy,N,1998,8,13
Good,Warhammer: Dark Omen,7.0,Strategy,N,1998,8,13
Good,Panzer Commander,7.0,Simulation,N,1998,8,13
Bad,Icarus: Sanctuary of the Gods,4.0,RPG,N,1998,8,12
Bad,Rosco McQueen: Firefighter Extreme,4.5,Action,N,1998,11,2
Okay,Cool Boarders 3,6.0,Sports,N,1998,10,30
Bad,Trespasser,4.7,Action,N,1998,10,30
Great,NCAA GameBreaker '99,8.5,Sports,N,1998,10,29
Disaster,Extreme PaintBrawl,0.7,Action,N,1998,10,29
Good,Bushido Blade 2,7.0,Fighting,N,1998,10,28
Great,Front Office Football,8.0,"Sports, Simulation",N,1998,10,28
Amazing,NHL '99,9.0,Sports,Y,1998,10,27
Amazing,F-Zero X,9.1,Racing,Y,1998,10,27
Good,Armored Core: Project Phantasma,7.8,Action,N,1998,10,19
Good,Quake II Mission Pack: Ground Zero,7.5,Shooter,N,1998,10,19
Good,Star Trek: The Next Generation: Klingon Honor Guard,7.0,Shooter,N,1998,10,16
Mediocre,Team Losi RC Racer,5.0,Racing,N,1998,10,16
Great,Duke Nukem: Time to Kill,8.0,Action,N,1998,10,15
Mediocre,Knights and Merchants: The Shattered Kingdom,5.9,Strategy,N,1998,10,14
Okay,Iggy's Reckin' Balls,6.9,Platformer,N,1998,9,10
Great,Independence War,8.0,Simulation,N,1998,9,10
Amazing,Spyro the Dragon,9.0,Platformer,N,1998,9,9
Amazing,Tom Clancy's Rainbow Six,9.4,Shooter,Y,1998,9,8
Good,Command & Conquer: Red Alert Retaliation,7.0,Strategy,N,1998,9,8
Good,Heart of Darkness,7.8,Platformer,N,1998,9,8
Okay,NFL GameDay 99,6.0,Sports,N,1998,9,4
Mediocre,Pro-Pinball: Timeshock!,5.0,Pinball,N,1998,9,3
Great,Motocross Madness [1998],8.0,Racing,N,1998,9,2
Good,Sanitarium,7.0,Adventure,N,1998,8,12
Good,Peter Jacobsen's Golden Tee Golf,7.2,Sports,N,1998,8,12
Good,Ultim@te Race Pro,7.0,Racing,N,1998,8,12
Awful,Nam,3.0,Action,N,1998,8,12
Amazing,Unreal,9.0,Shooter,Y,1998,8,12
Okay,"Game, Net & Match",6.0,Sports,N,1998,8,12
Amazing,"The Operational Art of War, Vol. 1",9.0,Strategy,Y,1998,8,12
Amazing,Might and Magic VI: The Mandate of Heaven,9.0,RPG,Y,1998,8,12
Mediocre,Test Drive Off-Road 2,5.8,Racing,N,1998,10,27
Great,Railroad Tycoon II,8.9,Strategy,Y,1998,10,27
Great,WCW/NWO Revenge,8.0,Wrestling,N,1998,10,26
Great,Rival Schools: United by Fate,8.0,Fighting,N,1998,10,26
Amazing,Space Station Silicon Valley,9.5,Platformer,Y,1998,10,23
Mediocre,Cardinal Syn,5.5,Fighting,N,1998,10,23
Good,Need for Speed III: Hot Pursuit,7.3,Racing,N,1998,10,13
Okay,Brunswick Circuit Pro Bowling,6.8,Sports,N,1998,10,13
Good,Redline Racer,7.0,Racing,N,1998,10,12
Okay,Ninja: Shadow of Darkness,6.5,Action,N,1998,10,12
Great,Caesar III,8.7,Strategy,Y,1998,10,8
Okay,Cruis'n World,6.5,Racing,N,1998,10,8
Okay,Running Wild,6.1,Racing,N,1998,10,8
Good,Test Drive 5,7.5,Racing,N,1998,10,8
Mediocre,Bottom of the 9th '99,5.0,Sports,N,1998,9,2
Great,Warlords III: Darklords Rising,8.0,Strategy,N,1998,9,2
Great,Commandos: Behind Enemy Lines,8.2,Strategy,N,1998,9,1
Okay,Leisure Suit Larry's Casino,6.2,Casino,N,1998,9,1
Good,Castrol Honda Superbike World Champions,7.5,Racing,N,1998,9,1
Great,WWF Warzone,8.5,Wrestling,N,1998,8,12
Mediocre,Pro Pilot 99,5.8,Simulation,N,1998,10,23
Great,Body Harvest,8.4,Action,N,1998,10,22
Great,Madden NFL '99,8.5,Sports,N,1998,10,22
Good,MediEvil,7.8,Action,N,1998,10,22
Good,Lemmings and Oh No! More Lemmings,7.0,Puzzle,N,1998,10,22
Great,Axis & Allies [1998],8.2,Strategy,N,1998,10,21
Good,The Game of Life [1998],7.2,Puzzle,N,1998,10,7
Good,Rogue Trip: Vacation 2012,7.9,Action,N,1998,10,7
Okay,S.C.A.R.S.,6.5,Racing,N,1998,10,7
Good,Bomberman World,7.8,Action,N,1998,10,7
Okay,Dragon Seeds,6.9,RPG,N,1998,10,6
Good,Jane's IAF -- Israeli Air Force,7.0,"Flight, Simulation",N,1998,10,5
Okay,iF/A-18 Carrier Strike Fighter,6.8,Simulation,N,1998,10,1
Mediocre,The Fifth Element,5.0,Action,N,1998,10,1
Okay,Get Medieval,6.1,Action,N,1998,8,31
Bad,Sensible Soccer '98,4.3,Sports,N,1998,8,31
Great,Wild 9,8.5,Action,N,1998,10,1
Great,TOCA Championship Racing,8.2,Racing,N,1998,9,30
Great,NHL FaceOff '99,8.8,Sports,N,1998,9,30
Okay,Pool Hustler,6.7,Sports,N,1998,9,30
Good,Spearhead,7.0,Simulation,N,1998,9,29
Painful,Activision Classics,2.0,Action,N,1998,9,29
Bad,Starship Titanic,4.9,Adventure,N,1998,8,31
Good,Tiger Woods '99,7.8,Sports,N,1998,8,31
Good,X-COM: Interceptor,7.0,Action,N,1998,8,31
Bad,Super B-Daman Battle Phoenix 64,4.0,Action,N,1998,8,30
Mediocre,Pokemon Stadium [Japanese Version],5.0,Battle,N,1998,8,30
Mediocre,Waialae Country Club: True Golf Classics,5.8,Sports,N,1998,8,30
Amazing,Devil Dice,9.0,Puzzle,Y,1998,9,29
Great,Trap Gunner,8.9,Action,N,1998,9,28
Unbearable,Deep Sea Trophy Fishing,1.8,Hunting,N,1998,9,28
Great,Unholy War,8.0,Strategy,N,1998,9,28
Mediocre,Industry Giant [1998],5.0,Strategy,N,1998,8,27
Great,Turbo Prop Racing,8.0,Racing,N,1998,8,24
Great,Tomba!,8.7,Platformer,Y,1998,8,24
Great,Elemental Gearbolt,8.3,Action,Y,1998,8,24
Good,Azure Dreams,7.0,RPG,N,1998,8,24
Painful,Spice World,2.0,Action,N,1998,8,24
Great,Gex: Enter the Gecko,8.0,Platformer,N,1998,8,23
Great,Moto Racer 2,8.7,Racing,Y,1998,9,18
Great,Circuit Breakers [1998],8.0,Racing,N,1998,9,18
Amazing,Tenchu: Stealth Assassins,9.0,Action,Y,1998,9,18
Great,G Darius,8.0,Shooter,N,1998,9,17
Okay,Bomberman Hero,6.0,Platformer,N,1998,9,16
Amazing,Einhander,9.0,Shooter,Y,1998,8,23
Amazing,Gran Turismo [1998],9.5,Racing,Y,1998,8,23
Amazing,Tekken 3,9.3,Fighting,Y,1998,8,23
Okay,Vangers,6.7,Action,N,1998,8,18
Okay,Twisted Edge Extreme Snowboading,6.8,Sports,N,1998,11,13
Great,Fallout 2,8.9,RPG,Y,1998,11,13
Okay,Asteroids,6.0,Action,N,1998,11,13
Bad,Twisted Metal 3,4.0,Action,N,1998,11,12
Great,Rush 2: Extreme Racing USA,8.9,Racing,N,1998,11,11
Good,Small Soldiers,7.2,Adventure,N,1998,11,11
Bad,Knife Edge: Nose Gunner,4.6,Shooter,N,1998,11,11
Good,X Games Pro Boarder,7.0,Action,N,1998,11,11
Great,Brave Fencer Musashi,8.5,Adventure,N,1998,11,11
Great,Guilty Gear,8.0,Fighting,N,1998,11,11
Great,NFL Quarterback Club '99,8.4,Sports,N,1998,11,10
Great,NBA Live '99,8.6,Sports,N,1998,11,10
Painful,Dual Heroes,2.8,Fighting,N,1998,11,9
Great,Glover,8.3,Platformer,N,1998,11,9
Great,Delta Force,8.7,Shooter,Y,1998,11,6
Amazing,Shogo: Mobile Armor Division,9.0,Action,Y,1998,11,6
Amazing,Colony Wars: Vengeance,9.5,Action,Y,1998,11,5
Okay,VR Baseball 2000,6.0,Sports,N,1998,11,5
Bad,Rage of Mages,4.6,RPG,N,1998,11,4
Amazing,International Superstar Soccer '98,9.1,Sports,Y,1998,11,4
Amazing,Crash Bandicoot: Warped,9.1,Platformer,Y,1998,11,4
Amazing,WipEout 64,9.1,Racing,N,1998,11,3
Bad,Lucky Luke,4.0,Action,N,1998,11,3
Great,Thief: The Dark Project,8.9,Action,Y,1998,12,11
Amazing,FIFA '99,9.0,Sports,N,1998,12,11
Amazing,Turok 2: Seeds of Evil,9.0,Shooter,N,1998,12,11
Good,Tomb Raider III: Adventures of Lara Croft,7.7,Action,N,1998,12,10
Mediocre,Kensei: Sacred Fist,5.5,Fighting,N,1998,12,10
Good,The Elder Scrolls Adventures: Redguard,7.0,Adventure,N,1998,12,10
Okay,Space Bunnies Must Die,6.5,Action,N,1998,12,9
Great,Star Wars: Rogue Squadron,8.8,"Flight, Action",Y,1998,12,9
Great,Roll Away,8.9,"Puzzle, Action",N,1998,12,9
Mediocre,O.D.T.: Escape... ...Or Die Trying,5.5,Action,N,1998,12,8
Bad,Streak: Hoverboard Racing,4.5,Racing,N,1998,12,8
Okay,NHL Breakaway '99,6.0,Sports,N,1998,12,7
Okay,Milo's Astro Lanes,6.1,Action,N,1998,12,4
Bad,FOX Sports College Hoops '99,4.8,Sports,N,1998,12,4
Great,Star Wars: Rogue Squadron 3D,8.3,"Flight, Action",N,1998,12,4
Good,S.C.A.R.S,7.9,Racing,N,1998,12,4
Good,Knockout Kings,7.3,Sports,N,1998,12,3
Mediocre,Motorhead,5.0,Racing,N,1998,12,2
Good,No One Can Stop Mr. Domino,7.8,Puzzle,N,1998,12,2
Okay,Rugrats: The Search for Reptar,6.5,Platformer,N,1998,12,2
Great,Top Gear Overdrive,8.0,Racing,N,1998,12,1
Okay,Wheel of Fortune,6.9,Trivia,N,1998,12,1
Good,Buck Bumble,7.2,Action,N,1998,12,1
Good,Oddworld: Abe's Exoddus,7.8,Adventure,N,1998,11,30
Amazing,Half-Life,9.5,Shooter,Y,1998,11,25
Good,Heretic II,7.9,Action,N,1998,11,25
Good,SiN,7.0,Shooter,N,1998,11,25
Amazing,Bust A Groove,9.0,"Music, Action",Y,1998,11,25
Masterpiece,The Legend of Zelda: Ocarina of Time,10.0,"Action, Adventure",Y,1998,11,25
